QUESTION	INTENT
겨울왕국 관람 등급 알려줘	getGrade
셔터 관람 등급 얘기해줘	getGrade
 상영 등급 뭐지?	getGrade
셔터 관람 등급 찾아	getGrade
겨울왕국 상영 등급 검색해	search
 관람 등급 뭐지?	getGrade
라라랜드 상영 등급 뭐야?	getGrade
인피니티워 관람 등급 얘기해줘	getGrade
안시성 상영 등급 알아?	getGrade
해빙 상영 등급 알려줘	getGrade
인터스텔라 관람 등급 몇 세야??	getGrade
 관람 등급 알고싶어	getGrade
인피니티워 상영 등급 알려줘	getGrade
해빙 관람 등급 몇 세야??	getGrade
안시성 상영 등급 찾아	getGrade
인터스텔라 상영 등급 알려줘	getGrade
겨울왕국 상영 등급 얘기해줘	getGrade
셔터 관람 등급 알려줘	getGrade
겨울왕국 관람 등급 뭐야?	getGrade
해빙 상영 등급 뭐지?	getGrade
 상영 등급 얘기해줘	getGrade
인터스텔라 관람 등급 검색해	search
셔터 관람 등급 알려줘	getGrade
라라랜드 상영 등급 알려줘	getGrade
인피니티워 상영 등급 몇 세야??	getGrade
안시성 관람 등급 찾아	getGrade
인피니티워 관람 등급 알고싶어	getGrade
라라랜드 관람 등급 알아?	getGrade
셔터 관람 등급 알려줘	getGrade
겨울왕국 상영 등급 얘기해줘	getGrade
안시성 상영 등급 뭐야?	getGrade
 상영 등급 알고싶어	getGrade
해빙 관람 등급 검색해	search
라라랜드 관람 등급 몇 세야??	getGrade
셔터 상영 등급 알려줘	getGrade
인피니티워 상영 등급 알아?	getGrade
인터스텔라 관람 등급 알고싶어	getGrade
겨울왕국 관람 등급 알려줘	getGrade
 관람 등급 찾아	getGrade
해빙 상영 등급 검색해	search
안시성 상영 등급 뭐야?	getGrade
안시성 관람 등급 뭐지?	getGrade
인피니티워 상영 등급 얘기해줘	getGrade
라라랜드 상영 등급 검색해	search
인터스텔라 관람 등급 얘기해줘	getGrade
해빙 관람 등급 찾아	getGrade
 상영 등급 알려줘	getGrade
셔터 상영 등급 뭐지?	getGrade
